"","county_name","urbanicity","sum_aapi_pop","sum_black_pop","sum_latinx_pop","sum_native_pop","sum_white_pop","total_pop"
"1168","Lexington city","rural",4.98,16.84,127.94,0,127.94,277.7
"1169","Lexington County","small/mid",28.39,12047.5,8204.15,112.52,19475.15,39867.71
"1170","Liberty County","rural",0,447.95,319.28,41.22,620.28,1428.73
"1171","Liberty County","small/mid",9.5,5881.71,3243,33.77,8964,18131.98
"1172","Liberty County","suburban",33.16,4781.72,3361.29,0,6657.29,14833.46
"1173","Licking County","suburban",42.56,1055.18,826.13,76.06,1832.13,3832.06
"1174","Limestone County","rural",120.48,13923.89,6247,0,7829,28120.37
"1175","Limestone County","small/mid",9.5,2374.75,1640.5,0,3662.5,7687.25
"1176","Lincoln County","rural",143.31,5590.6,4217.93,1469.48,7088.93,18510.25
"1177","Lincoln County","small/mid",26.46,576.91,1483.03,417.49,1764.03,4267.92
"1178","Lincoln County","suburban",18.82,3176.53,2268.99,473.07,4657.99,10595.4
"1179","Lincoln Parish","rural",20.67,1349.01,2960.68,24.6,4271.68,8626.64
"1180","Linn County","rural",0,59,4,0,59,122
"1181","Linn County","small/mid",112.83,3442.7,2955.41,291.91,4620.41,11423.26
"1182","Linn County","suburban",0,0,9.5,0,9.5,19
"1183","Lipscomb County","rural",0,15.7,4,0,0,19.7
"1184","Litchfield County","rural",0,0,0,0,0,0
"1185","Little River County","small/mid",0,86.4,175,0,175,436.4
"1186","Live Oak County","rural",0,615.32,900.18,0,27.18,1542.68
"1187","Livingston County","rural",4.12,1145.57,1442.76,0.12,2228.76,4821.33
"1188","Livingston County","suburban",225.75,1573.24,962.59,141.98,2041.59,4945.15
"1189","Livingston Parish","small/mid",9.2,857.86,2058,1,2874,5800.06
"1190","Llano County","rural",1,76.99,179.38,1,19.38,277.75
"1191","Logan County","rural",610.79,2530.59,2170.19,88.34,3385.19,8785.1
"1192","Logan County","suburban",19,1334.46,935.16,312,1700.16,4300.78
"1193","Long County","small/mid",0,880,94,0,880,1854
"1194","Lonoke County","small/mid",0,117.34,559.57,0,559.57,1236.48
"1195","Lorain County","suburban",33.03,4201.35,4656.06,28.3,7305.06,16223.8
"1196","Los Alamos County","rural",22.5,142.5,19,58.12,19,261.12
"1197","Los Angeles County","urban",14873.89,897282.27,800334.37,4534.1,818917.37,2535942
"1198","Loudon County","small/mid",0,197.52,227.33,0,327.33,752.18
"1199","Loudoun County","suburban",138.1,3278,2901,16.02,5010,11343.12
"1200","Louisa County","rural",26.31,1146.88,1118.77,43.49,2048.77,4384.22
"1201","Loup County","rural",0,0.69,0,0,0,0.69
"1202","Love County","rural",164.06,154.85,99.23,36.1,127.23,581.47
"1203","Loving County","rural",0,22.53,1.09,0,1.09,24.71
"1204","Lowndes County","rural",0,6595.51,2676.14,0,9197.14,18468.79
"1205","Lowndes County","small/mid",13.79,15098.9,11631.02,0,25990.02,52733.73
"1206","Lubbock County","small/mid",18.59,24021.34,24373.63,12.28,21117.63,69543.47
"1207","Lucas County","rural",0,0,10.13,0,10.13,20.26
"1208","Lucas County","small/mid",46.68,10120.59,8918.65,5.75,17710.65,36802.32
"1209","Luce County","rural",0,0,0,4,0,4
"1210","Lumpkin County","rural",9.5,195.72,151.6,0,199.6,556.42
"1211","Luna County","rural",20.55,4920.7,116.7,50.25,116.7,5224.9
"1212","Lunenburg County","rural",58.56,1527.96,1387.36,9.09,2620.36,5603.33
"1213","Luzerne County","small/mid",76.93,5145.25,4547.33,21.51,7907.33,17698.35
"1214","Lycoming County","small/mid",82.76,6365.1,4687.89,18.8,10881.89,22036.44
"1215","Lyman County","rural",0,0,0,31,0,31
"1216","Lynchburg city","small/mid",9.21,9481.08,4165.23,8.49,13580.23,27244.24
"1217","Lynn County","small/mid",0,561.5,458.5,0,188.5,1208.5
"1218","Lyon County","rural",41.93,940.42,1293.25,413.2,918.25,3607.05
"1219","Mackinac County","rural",0,0,56.31,128.33,56.31,240.95
"1220","Macomb County","suburban",243.09,17271.85,12211.36,185.13,29333.36,59244.79
"1221","Macon County","rural",0,4620.26,2149.93,0,6663.93,13434.12
"1222","Macon County","small/mid",19.53,12939.33,4423.67,0,17047.67,34430.2
"1223","Macon County","suburban",0,101.19,133.1,0,133.1,367.39
"1224","Macoupin County","suburban",0,192,123,0,315,630
"1225","Madera County","small/mid",73.61,9167.34,10469.35,598.29,3432.35,23740.94
"1226","Madison County","rural",72.84,6495.23,3817.95,201.97,8260.95,18848.94
"1227","Madison County","small/mid",104.38,47219.94,27998.31,80.38,73535.31,148938.32
"1228","Madison County","suburban",51.92,13795.84,6057.78,60.22,19180.78,39146.54
"1229","Madison Parish","rural",8,1159.03,8436,6.29,9515,19124.32
"1230","Magoffin County","rural",3.23,5.83,28.23,0.89,28.23,66.41
"1231","Mahaska County","rural",15.81,68.5,77.5,0,86.5,248.31
"1232","Mahnomen County","rural",0,0,0,201,0,201
"1233","Mahoning County","small/mid",31.92,6124.66,8294.81,8.98,13743.81,28204.18
"1234","Major County","rural",0,0,79.1,0,79.1,158.2
"1235","Malheur County","rural",0,1256.14,1269.35,0,72.35,2597.84
"1236","Manassas city","suburban",22.62,280.4,844.59,4.75,844.59,1996.95
"1237","Manassas Park city","suburban",7,102.21,284.31,1.46,284.31,679.29
"1238","Manatee County","small/mid",148.35,17083.05,15961.1,0,25089.1,58281.6
"1239","Manistee County","rural",0,137.26,67.36,43.5,136.36,384.48
"1240","Manitowoc County","rural",75.36,714.27,819.12,217.97,1019.12,2845.84
"1241","Marathon County","small/mid",377.64,1386.23,967.37,422.5,1831.37,4985.11
"1242","Marengo County","rural",0,2128.23,1601.5,0,3556.5,7286.23
"1243","Maricopa County","urban",2246.09,132971.31,197954.52,25025.67,100822.52,459020.11
"1244","Maries County","rural",0,0,0,0,0,0
"1245","Marin County","suburban",245.76,4756.02,3485.16,44.07,5060.16,13591.17
"1246","Marinette County","rural",0,173.61,135,185.6,187,681.21
"1247","Marion County","rural",59.01,15346.21,12242.75,109.04,27081.75,54838.76
"1248","Marion County","small/mid",514.96,25288.6,27341.58,1090.44,36369.58,90605.16
"1249","Marion County","urban",194.09,62566.5,40033.63,197.3,98393.63,201385.15
"1250","Mariposa County","rural",29.05,124.5,77.63,97.2,44.63,373.01
"1251","Marlboro County","rural",0,3712.76,1384,196.83,5083,10376.59
"1252","Marquette County","rural",54.95,337.79,240.44,177.57,468.44,1279.19
"1253","Marshall County","rural",34.44,4897.26,3002.58,567.03,5759.58,14260.89
"1254","Marshall County","small/mid",12.23,45.05,303.7,4.56,307.7,673.24
"1255","Marshall County","suburban",0,1691.8,1488.35,0,3138.35,6318.5
"1256","Martin County","rural",21.79,598.5,1549.51,32.19,1738.51,3940.5
"1257","Martin County","small/mid",7.14,8612.56,7113.69,12.3,13502.69,29248.38
"1258","Martinsville city","rural",0,4600.33,2334,0,6855,13789.33
"1259","Mason County","rural",57.68,1466.83,1095.37,772.15,1771.37,5163.4
"1260","Massac County","rural",0,247.76,86.31,0,333.31,667.38
"1261","Matagorda County","rural",58.68,3056.56,2913.91,0,3580.91,9610.06
"1262","Matanuska-Susitna Borough","small/mid",0,0,0,42.5,0,42.5
"1263","Mathews County","suburban",1.02,179.17,623.76,6.32,781.76,1592.03
"1264","Maui County","small/mid",4490,103,294,30,103,5020
"1265","Maury County","suburban",0,4452.99,2703.5,0,6974.5,14130.99
"1266","Maverick County","rural",456.36,2398,2407.61,29.55,1156.61,6448.13
"1267","Mayes County","rural",0,40.43,78.57,1380.46,92.57,1592.03
"1268","McClain County","suburban",0,195.61,133,65,238,631.61
"1269","McCone County","rural",0,0,0,0,0,0
"1270","McCook County","small/mid",0,0,0,0,0,0
"1271","McCormick County","rural",0,889.41,221.5,0,1088.5,2199.41
"1272","McCracken County","rural",0.88,6284.22,3415.83,0.88,9496.83,19198.64
"1273","McCreary County","rural",0,0,0,0,0,0
"1274","McCulloch County","rural",0,136.5,338,0,43,517.5
"1275","McCurtain County","rural",0,1237.66,686.28,876.97,1783.28,4584.19
"1276","McDonald County","small/mid",0,72.5,83.58,80.43,38.58,275.09
"1277","McDonough County","rural",35.38,271.65,235.75,11.21,489.75,1043.74
"1278","McDowell County","rural",0,601.37,1518.18,0,1955.18,4074.73
"1279","McDuffie County","small/mid",0,4036.61,1899.04,0,5871.04,11806.69
"1280","McHenry County","rural",0.99,46.3,35.24,203.21,35.24,320.98
"1281","McHenry County","suburban",159.76,3745.65,1735.82,15.84,1322.82,6979.89
"1282","McIntosh County","rural",0,452.5,228.5,517,611.5,1809.5
"1283","McIntosh County","small/mid",19,717,1143.5,0,1801.5,3681
"1284","McKean County","rural",30.12,126.12,82.5,0,178.5,417.24
"1285","McKenzie County","rural",0,0,0,0,0,0
"1286","McKinley County","rural",22.14,1133,103.47,4448.36,103.47,5810.44
"1287","McLean County","rural",0,15.5,15.5,148.66,15.5,195.16
"1288","McLean County","small/mid",16.23,8872,3252.58,41.16,11338.58,23520.55
"1289","McLennan County","small/mid",50.3,25275.37,19113.62,36.76,30469.62,74945.67
"1290","McLeod County","rural",7.66,127.6,118.06,100.27,82.06,435.65
"1291","McMinn County","rural",5.55,1355,805.27,2.16,2102.27,4270.25
"1292","McMullen County","rural",0,41.69,9.82,0,1.82,53.33
"1293","McNairy County","rural",0,427.53,453.58,0,837.58,1718.69
"1294","McPherson County","rural",0,150,549,87,183,969
"1295","Meade County","rural",5.5,56.86,54.71,0,54.71,171.78
"1296","Meade County","small/mid",0,471.55,508.32,466.79,756.32,2202.98
"1297","Meagher County","rural",0,24.23,6.02,15.66,6.02,51.93
"1298","Mecklenburg County","rural",2.47,3051.38,2595.09,0.76,5536.09,11185.79
"1299","Mecklenburg County","urban",584.78,43332.62,40197.42,379.04,75182.42,159676.28
"1300","Mecosta County","rural",9.5,607,739.5,4,1215.5,2575.5
"1301","Medina County","suburban",90.75,1826.76,2717.87,6,1165.87,5807.25
"1302","Meeker County","rural",16.05,110,66.8,47.14,55.8,295.79
"1303","Meigs County","rural",0,69.62,52.07,0,119.07,240.76
"1304","Mellette County","rural",1.91,5.65,4.02,241.65,4.02,257.25
"1305","Menard County","rural",0,91.99,25,0,0,116.99
"1306","Menard County","small/mid",0,60.26,76.32,0,76.32,212.9
"1307","Mendocino County","rural",112.09,1737.85,1745.98,2277.27,589.98,6463.17
"1308","Menifee County","rural",0,0,0,0,0,0
"1309","Menominee County","rural",3.75,10.85,105.91,235.1,105.91,461.52
"1310","Merced County","small/mid",834.94,15359.88,14043.24,468.42,8382.24,39088.72
"1311","Mercer County","rural",15.23,1181.36,403.41,38.9,1491.41,3130.31
"1312","Mercer County","small/mid",167.5,38660.73,28005.23,33.93,58476.23,125343.62
"1313","Meriwether County","suburban",4.2,3584.45,1567.38,0,5093.38,10249.41
"1314","Merrick County","small/mid",16.12,0,0,6.52,0,22.64
"1315","Merrimack County","rural",36.07,536.5,619.57,60.08,634.57,1886.79
"1316","Mesa County","small/mid",49.53,3215.74,4883.5,541.43,1184.5,9874.7
"1317","Metcalfe County","rural",3.67,16,105.95,8.85,105.95,240.42
"1318","Miami County","rural",0,211.32,200.38,36.97,376.38,825.05
"1319","Miami County","small/mid",26.16,628.6,1251.17,0,1590.17,3496.1
"1320","Miami County","suburban",0,61.03,104.37,0,104.37,269.77
"1321","Miami-Dade County","urban",396.01,169139.88,147187.24,216.4,195468.24,512407.77
"1322","Middlesex County","rural",1.25,326.16,723.23,7.21,1024.23,2082.08
"1323","Middlesex County","suburban",2115.51,37359.89,28201.79,416.97,43180.79,111274.95
"1324","Midland County","small/mid",77.9,10133.73,10923.84,74.64,10610.84,31820.95
"1325","Mifflin County","rural",9.5,359.5,236.5,15.34,449.5,1070.34
"1326","Milam County","rural",0,2182.65,1425.22,0,2515.22,6123.09
"1327","Millard County","rural",49.5,325.5,121.5,0,113.5,610
"1328","Mille Lacs County","suburban",0,21.2,112.13,1270.63,112.13,1516.09
"1329","Miller County","rural",0,238.65,752.5,0,951.5,1942.65
"1330","Miller County","small/mid",8.73,287.67,2074.25,40.13,2074.25,4485.03
"1331","Mills County","rural",0,19.91,107.17,0,23.17,150.25
"1332","Mills County","small/mid",0,39.06,0,0,0,39.06
"1333","Milwaukee County","urban",276.94,158114.23,73874,2203.18,207926,442394.35
"1334","Miner County","rural",0,0,0,0,0,0
"1335","Mineral County","rural",1.18,180.99,168.05,113.05,198.05,661.32
"1336","Mineral County","small/mid",1.67,73.12,166.17,3.59,214.17,458.72
"1337","Mingo County","rural",2.58,151.23,297.16,3.69,440.16,894.82
"1338","Minidoka County","rural",13.07,833.48,26.06,44.4,26.06,943.07
"1339","Minnehaha County","small/mid",142.09,2084.51,1125.4,4699.09,2583.4,10634.49
"1340","Missaukee County","rural",0,30.56,15.74,0,15.74,62.04
"1341","Mississippi County","rural",88.62,2332.66,3690.64,0,5653.64,11765.56
"1342","Missoula County","small/mid",60.94,324.39,159.1,886.63,159.1,1590.16
"1343","Mitchell County","rural",47.36,6372.16,5264.47,0,10263.47,21947.46
"1344","Mobile County","small/mid",168.77,53774.09,24637.84,121.66,77860.84,156563.2
"1345","Modoc County","rural",9.46,105.5,35,170.5,4,324.46
"1346","Moffat County","rural",0,169.48,199,39.39,26,433.87
"1347","Mohave County","small/mid",107.73,2217.41,3614.21,836.69,992.21,7768.25
"1348","Moniteau County","small/mid",0,118,30.5,0,101.5,250
"1349","Monmouth County","suburban",704.87,28984.02,18906.14,226.49,41980.14,90801.66
"1350","Mono County","rural",0,128.57,68.29,94.55,33.29,324.7
"1351","Monona County","rural",0,11.63,0,37.2,0,48.83
"1352","Monongalia County","small/mid",7.05,333.72,553.23,19.1,849.23,1762.33
"1353","Monroe County","rural",110.07,11127.25,10599.78,173.22,16699.78,38710.1
"1354","Monroe County","small/mid",243.25,11516.78,6841.45,111.74,15234.45,33947.67
"1355","Monroe County","suburban",0,110.73,66.39,0,79.39,256.51
"1356","Monroe County","urban",368.87,47990.4,30734.79,330.41,67732.79,147157.26
"1357","Montague County","rural",0,106.5,204.34,0,127.34,438.18
"1358","Montcalm County","suburban",21,310,193.47,12.01,345.47,881.95
"1359","Monterey County","small/mid",1266.44,28192.88,25732.48,382.4,11302.48,66876.68
"1360","Montezuma County","rural",0,382.71,297,976.29,0,1656
"1361","Montgomery County","rural",26.72,5262.3,7043.31,38.02,8970.31,21340.66
"1362","Montgomery County","small/mid",504.86,65090.29,36632.99,198.87,100235.99,202663
"1363","Montgomery County","suburban",1680.41,60125.84,46497.91,151.1,89775.91,198231.17
"1364","Montmorency County","rural",0,0,35.9,11.94,35.9,83.74
"1365","Montour County","small/mid",0,84.44,97,0,143,324.44
"1366","Montrose County","rural",40.6,860.06,792.51,77.12,75.51,1845.8
"1367","Moody County","rural",0,0,0,181,0,181
"1368","Moore County","rural",59.9,4515.61,2794.34,107,5234.34,12711.19
"1369","Mora County","rural",0,179.47,1.3,1.26,1.3,183.33
"1370","Morehouse Parish","rural",2.74,1509.01,7436.71,0,8802.71,17751.17
"1371","Morgan County","rural",71.78,2351.6,1788.15,81.93,1631.15,5924.61
"1372","Morgan County","small/mid",8.07,9296.76,3340.57,12.96,11817.57,24475.93
"1373","Morgan County","suburban",4.15,1952.05,1185.35,1,2935.35,6077.9
"1374","Morrill County","rural",0,60.33,4,56.5,0,120.83
"1375","Morris County","rural",0,1019.5,490,0,1415,2924.5
"1376","Morris County","suburban",171.31,5614.02,4742.71,55.66,6677.71,17261.41
"1377","Morrison County","rural",50.06,108.51,211.5,130.91,215.5,716.48
"1378","Morrow County","rural",13.53,100.31,165.76,32.7,18.76,331.06
"1379","Morrow County","suburban",0,419.5,364,0,368,1151.5
"1380","Morton County","rural",0,51.37,21.93,0,21.93,95.23
"1381","Morton County","small/mid",0,31.5,25.5,631,17.5,705.5
"1382","Motley County","rural",0,0,0,0,0,0
"1383","Moultrie County","rural",0,40.5,121,0,133,294.5
"1384","Mountrail County","rural",0,15.15,0,70,0,85.15
"1385","Mower County","rural",13.5,483,387.5,28.26,458.5,1370.76
"1386","Muhlenberg County","rural",0,386.15,646.98,0,990.98,2024.11
"1387","Multnomah County","urban",1815.91,30006.94,19026.42,2509.68,36041.42,89400.37
"1388","Murray County","rural",9.5,275.59,130.55,157.74,259.55,832.93
"1389","Murray County","small/mid",0,76,192.14,0,89.14,357.28
"1390","Muscatine County","rural",14.92,634.26,1142.62,11.56,709.62,2512.98
"1391","Muscogee County","small/mid",23.63,39717.1,33796.76,1,72130.76,145669.25
"1392","Muskegon County","small/mid",26.72,23269.66,5736.07,297.28,28729.07,58058.8
"1393","Muskingum County","rural",28.39,845,1176,6,2006,4061.39
"1394","Muskogee County","rural",0,4486.53,2638.48,1535.97,6585.48,15246.46
"1395","Musselshell County","rural",0,0,0,16.5,0,16.5
"1396","Nacogdoches County","rural",0,5563.09,3813.08,5.22,7981.08,17362.47
"1397","Nance County","rural",7.51,0,0,2.98,0,10.49
"1398","Nantucket County","rural",0.11,29.31,85.7,4.97,93.7,213.79
"1399","Napa County","small/mid",339.6,2886.62,3054.1,113.6,1104.1,7498.02
"1400","Nash County","small/mid",0,5145.66,5069.24,8,9814.24,20037.14
"1401","Nassau County","suburban",1009.14,42696.4,37635.27,79.18,62621.27,144041.26
"1402","Natchitoches Parish","rural",0,1615.4,7818.07,0,9298.07,18731.54
"1403","Natrona County","small/mid",58.05,970.29,998.42,502.48,830.42,3359.66
"1404","Navajo County","rural",33.45,2225.12,2073.56,4429.92,745.56,9507.61
"1405","Navarro County","rural",86,5211.56,2763.5,6.33,6421.5,14488.89
"1406","Nelson County","rural",17.28,683.7,609.8,169.03,1227.8,2707.61
"1407","Nelson County","small/mid",3.76,331.2,844.04,2.8,1155.04,2336.84
"1408","Nemaha County","rural",0,20.3,50.77,0,50.77,121.84
"1409","Neosho County","rural",0,39,142.5,0,142.5,324
"1410","Neshoba County","rural",0,1253.5,540.5,367.27,1777.5,3938.77
"1411","Ness County","rural",0,0,0,0,0,0
"1412","Nevada County","rural",101.21,685.24,662.36,81.17,588.36,2118.34
"1413","New Castle County","suburban",0,0,0,0,0,0
"1414","New Hanover County","small/mid",7,11903.73,6971.68,146.02,18246.68,37275.11
"1415","New Haven County","small/mid",0,0,0,0,0,0
"1416","New Kent County","suburban",7.69,583.97,975.98,1.59,1533.98,3103.21
"1417","New London County","small/mid",0,0,0,0,0,0
"1418","New Madrid County","rural",0,2739,579.58,0,3300.58,6619.16
"1419","New York County","urban",13030.26,682522.46,619303.01,2850.62,777159.01,2094865.36
"1420","Newaygo County","rural",113.25,1279.56,1580.4,72.81,1918.4,4964.42
"1421","Newberry County","rural",0,5265.64,1796.08,1,6915.08,13977.8
"1422","Newport County","suburban",0,611,119,0,611,1341
"1423","Newport News city","suburban",33.95,21577.63,14180.09,0,35538.09,71329.76
"1424","Newton County","rural",0,965,403.25,19.08,1328.25,2715.58
"1425","Newton County","small/mid",1764.61,9236.3,9106.67,162.31,9631.67,29901.56
"1426","Newton County","suburban",6,9197,5085.83,0,13888.83,28177.66
"1427","Nez Perce County","small/mid",0,44.17,34.67,393.79,34.67,507.3
"1428","Niagara County","suburban",55.74,7369.14,6028,900.86,12050,26403.74
"1429","Nicholas County","rural",3.44,22.97,188.84,4.1,188.84,408.19
"1430","Nicollet County","small/mid",0,46.76,49.5,17.1,51.5,164.86
"1431","Niobrara County","rural",0,37.27,26,52,26,141.27
"1432","Noble County","rural",1,514.99,430.98,125.5,317.98,1390.45
"1433","Nobles County","rural",47.86,287.6,112.29,20.38,53.29,521.42
"1434","Nodaway County","rural",16.85,96.5,27.29,0,94.29,234.93
"1435","Nolan County","rural",0,1430,1229.5,0,964.5,3624
"1436","Nome Census Area","rural",0,0,0,82.5,0,82.5
"1437","Norfolk city","urban",130.47,49673.19,34573.25,27.37,83644.25,168048.53
"1438","Norfolk County","suburban",369.61,2429.33,3854.95,57.1,4298.95,11009.94
"1439","Norman County","rural",1.42,85.29,37.22,52.68,32.22,208.83
"1440","North Slope Borough","rural",0,0,0,0,0,0
"1441","Northampton County","rural",22.16,3910.84,2700.29,2,6492.29,13127.58
"1442","Northampton County","small/mid",110.51,8693.77,8582.03,32.54,8896.03,26314.88
"1443","Northumberland County","rural",62.28,1801.41,2234.39,23.85,3339.39,7461.32
"1444","Northwest Arctic Borough","rural",0,0,0,0,0,0
"1445","Norton city","rural",0.26,1.58,22.09,0.29,22.09,46.31
"1446","Norton County","rural",0,46.25,0,0,0,46.25
"1447","Nottoway County","rural",71.02,1726.65,1691.02,10.99,3086.02,6585.7
"1448","Nowata County","rural",15.86,207.76,308.84,159.5,378.84,1070.8
"1449","Noxubee County","rural",0,405,734.5,0,1139.5,2279
"1450","Nuckolls County","rural",0,0,0,0,0,0
"1451","Nueces County","small/mid",143.68,23345.77,38079.55,6.94,8813.55,70389.49
"1452","Nye County","rural",27.47,438.67,383.37,53.89,191.37,1094.77
"1453","O'Brien County","rural",9.5,132.5,67,0,63,272
"1454","Oakland County","suburban",466.26,66205.48,22595.48,228.27,88081.48,177576.97
"1455","Obion County","rural",0,2017.51,1335.2,19.29,3221.2,6593.2
"1456","Ocean County","suburban",80.33,8827.34,5455.26,25.43,11206.26,25594.62
"1457","Oceana County","rural",0,253.5,57.5,0,47.5,358.5
"1458","Ochiltree County","rural",0,225.5,232.66,23.36,9.66,491.18
"1459","Oconee County","rural",0,2198.4,1120.39,0,3156.39,6475.18
"1460","Oconee County","small/mid",0,272.46,298,0,431,1001.46
"1461","Oconto County","small/mid",0,26,75.87,199.82,35.87,337.56
"1462","Ogemaw County","rural",0,68.64,89.25,61.79,89.25,308.93
"1463","Oglala Lakota County","rural",0,0,0,0,0,0
"1464","Ogle County","rural",13.86,479.5,833.5,22.82,727.5,2077.18
"1465","Oglethorpe County","small/mid",0,512.33,88.96,0,598.96,1200.25
"1466","Ohio County","rural",0,20.5,34.5,0,34.5,89.5
"1467","Ohio County","small/mid",16.57,684.66,468.05,6.13,1114.05,2289.46
"1468","Ohio County","suburban",0,0,0,0,0,0
"1469","Okaloosa County","small/mid",16.67,6853.14,5665.39,0,11776.39,24311.59
"1470","Okanogan County","rural",0.55,589.15,626.87,1004.24,47.87,2268.68
"1471","Okeechobee County","rural",0,3199.03,2929.39,69,3800.39,9997.81
"1472","Okfuskee County","rural",0,379.8,211,547.51,539,1677.31
"1473","Oklahoma County","urban",1228.1,67118.37,35315.35,8943.53,86423.35,199028.7
"1474","Okmulgee County","small/mid",0,1630.22,925,1898.38,2429,6882.6
"1475","Oktibbeha County","rural",0,3611.85,1299,0,4894,9804.85
"1476","Oldham County","small/mid",0,31.33,32.4,0,43.4,107.13
"1477","Oldham County","suburban",81.67,291,963,0,1074,2409.67
"1478","Oliver County","small/mid",0,0,0,0,0,0
"1479","Olmsted County","small/mid",303.5,2272,1358.5,82.5,3158.5,7175
"1480","Oneida County","rural",28.27,95.63,423.58,241.98,406.58,1196.04
"1481","Oneida County","small/mid",221.51,10375.22,7511.5,181.22,14377.5,32666.95
"1482","Onondaga County","small/mid",472.75,24395.39,18237.45,1158.47,37940.45,82204.51
"1483","Onslow County","small/mid",156.42,5906.49,3097.96,89,8473.96,17723.83
"1484","Ontario County","suburban",0,3382.09,2142.77,17,3978.77,9520.63
"1485","Ontonagon County","rural",0,0,2.85,38.52,2.85,44.22
"1486","Orange County","rural",16.33,1404.82,1166.69,43.64,2426.69,5058.17
"1487","Orange County","small/mid",39.22,8703.13,3804.47,0,11191.47,23738.29
"1488","Orange County","suburban",78.17,15940.92,12606.53,46.81,19800.53,48472.96
"1489","Orange County","urban",8232.74,182083.3,190394.62,2099.25,152253.62,535063.53
"1490","Orangeburg County","rural",7.41,14489.42,6345.05,6,20706.05,41553.93
"1491","Oregon County","rural",0,0,0,0,0,0
"1492","Orleans County","rural",0,0,0,0,0,0
"1493","Orleans County","suburban",0,856.5,888.5,11.04,1399.5,3155.54
"1494","Orleans Parish","urban",1247.14,45669.62,118751.25,44.05,162629.25,328341.31
"1495","Osage County","small/mid",0,746.95,505.74,576.16,1123.74,2952.59
"1496","Osborne County","rural",0,9.5,38.35,0,38.35,86.2
"1497","Osceola County","rural",15.92,51.65,183.5,29.65,188.5,469.22
"1498","Osceola County","suburban",77.72,13368.96,11397.14,10.21,12145.14,36999.17
"1499","Oscoda County","rural",0,26.36,34.26,23.7,34.26,118.58
"1500","Oswego County","small/mid",136.03,539.79,583.17,146,610.17,2015.16
"1501","Otero County","rural",35.5,3044.58,1945.45,185.8,607.45,5818.78
"1502","Otoe County","rural",0,41.5,9.5,0,9.5,60.5
"1503","Otsego County","rural",7.51,352,384.89,97.01,571.89,1413.3
"1504","Ottawa County","rural",36.01,569.84,692.98,1307.64,689.98,3296.45
"1505","Ottawa County","suburban",447.11,2934.02,1334.14,61.74,2931.14,7708.15
"1506","Otter Tail County","rural",0,114.88,222.54,178.21,214.54,730.17
"1507","Ouachita County","rural",1,41.98,1696.93,0,1696.93,3436.84
"1508","Ouachita Parish","small/mid",15.56,6036.52,21555.64,0,27200.64,54808.36
"1509","Ouray County","rural",4.76,101,8.68,7.71,8.68,130.83
"1510","Outagamie County","small/mid",250.82,1940.63,2960.82,1148.94,3704.82,10006.03
"1511","Overton County","rural",0,26.5,60.5,0,64.5,151.5
"1512","Owen County","rural",0,0,0,0,0,0
"1513","Owen County","small/mid",0,11,45.44,0,56.44,112.88
"1514","Owsley County","rural",0,12.93,46.82,0,46.82,106.57
"1515","Owyhee County","small/mid",0,253,17.55,6,17.55,294.1
"1516","Oxford County","rural",0,16.5,22.5,29.43,22.5,90.93
"1517","Ozark County","rural",0,72.19,0,0,0,72.19
"1518","Ozaukee County","suburban",0,1101.56,1143.34,84.27,1432.34,3761.51
"1519","Pacific County","rural",24.41,45.5,94.3,78.54,25.3,268.05
"1520","Page County","rural",21.35,196.4,252.8,0,386.8,857.35
"1521","Palm Beach County","suburban",25.92,52405.31,49179.89,4,85717.89,187333.01
"1522","Palo Alto County","rural",0,0,0,0,0,0
"1523","Palo Pinto County","rural",0,1099.68,1265.27,1,1226.27,3592.22
"1524","Pamlico County","small/mid",15.44,206.5,765.5,10.04,868.5,1865.98
"1525","Panola County","rural",1.84,4269.9,2281,0,6326,12878.74
"1526","Park County","rural",0,170.9,99.75,83.16,24.75,378.56
"1527","Park County","suburban",67.07,713.33,353.27,0,348.27,1481.94
"1528","Parke County","rural",72.4,12.05,44.63,0,40.63,169.71
"1529","Parker County","suburban",0,1336.25,1778.05,0,1198.05,4312.35
"1530","Parmer County","rural",0,425.95,261.55,0,68.55,756.05
"1531","Pasco County","suburban",76.68,6535.51,6097.69,69.21,8890.69,21669.78
"1532","Pasquotank County","rural",12.74,2180.22,1641.65,3.94,3698.65,7537.2
"1533","Passaic County","suburban",274.19,53144.43,43169.91,64.64,61161.91,157815.08
"1534","Patrick County","rural",0,438.47,203.5,0,601.5,1243.47
"1535","Paulding County","rural",0,102.1,104.91,0,103.91,310.92
"1536","Paulding County","suburban",124.48,1207.47,1790.92,0,2662.92,5785.79
"1537","Pawnee County","rural",0,6.4,47.24,0,47.24,100.88
"1538","Pawnee County","small/mid",0,4,68.91,457.24,72.91,603.06
"1539","Payette County","rural",0,468.46,36.45,0,36.45,541.36
"1540","Payne County","rural",24.39,1277.86,1012.68,469.37,2124.68,4908.98
"1541","Peach County","small/mid",0,802.5,1224,0,1995,4021.5
"1542","Pearl River County","rural",0,1666.4,2197.05,3.45,3810.05,7676.95
"1543","Pecos County","rural",9.5,707.5,1145.08,0,76.08,1938.16
"1544","Pembina County","rural",0,48.88,0,49.5,0,98.38
"1545","Pemiscot County","rural",0,4068.5,1380.82,0,5344.82,10794.14
"1546","Pend Oreille County","small/mid",0,48.36,2.24,59.3,2.24,112.14
