"","county_name","sum_aapi_pop","sum_black_pop","sum_latinx_pop","sum_native_pop","sum_white_pop","total_pop"
"1292","Peach County",0,802.5,1224,0,1995,4021.5
"1293","Pearl River County",0,1666.4,2197.05,3.45,3810.05,7676.95
"1294","Pecos County",9.5,707.5,1145.08,0,76.08,1938.16
"1295","Pembina County",0,48.88,0,49.5,0,98.38
"1296","Pemiscot County",0,4068.5,1380.82,0,5344.82,10794.14
"1297","Pend Oreille County",0,48.36,2.24,59.3,2.24,112.14
"1298","Pender County",0,1584.69,753.5,0,1981.5,4319.69
"1299","Pendleton County",6.79,183.62,189.32,0.96,189.32,570.01
"1300","Pennington County",133.14,1122.14,573.37,12444.53,1078.37,15351.55
"1301","Penobscot County",56.28,274.5,188.06,266.53,325.06,1110.43
"1302","Peoria County",29.9,16121.43,6716.39,0,22177.39,45045.11
"1303","Pepin County",0,19,0,24,0,43
"1304","Perkins County",0,22.82,9.88,37.47,9.88,80.05
"1305","Perquimans County",3.89,219.26,490.99,1.19,683.99,1399.32
"1306","Perry County",25.23,1955.28,2240.86,278.49,3952.86,8452.72
"1307","Pershing County",62.5,136.5,87.83,46,40.83,373.66
"1308","Person County",0,2236.54,1600,0,3743,7579.54
"1309","Petersburg Census Area",0,5,0,0,0,5
"1310","Petersburg city",68.22,9435.74,8738.88,30.98,18057.88,36331.7
"1311","Petroleum County",0,0,0.6,0.6,0.6,1.8
"1312","Pettis County",0,1219,651.5,0,1547.5,3418
"1313","Phelps County",65.15,870.25,516.9,29.59,760.9,2242.79
"1314","Philadelphia County",3218.39,358325.23,208809.87,441.08,488310.87,1059105.44
"1315","Phillips County",109.01,224.75,1631.06,84.42,1625.06,3674.3
"1316","Piatt County",0,42,328.2,0,332.2,702.4
"1317","Pickaway County",27.58,330,442.5,31.58,690.5,1522.16
"1318","Pickens County",1,5306.32,4130.91,6.21,8932.91,18377.35
"1319","Pickett County",0,0,0,0,0,0
"1320","Pierce County",2744.54,25906,16778.45,3842.65,33511.45,82783.09
"1321","Pike County",261.93,12211.82,7346.78,87.35,17410.78,37318.66
"1322","Pima County",536.45,30764.37,44810.83,6264.53,17822.83,100199.01
"1323","Pinal County",570.01,11676.96,11892.12,2758.39,4823.12,31720.6
"1324","Pine County",37.38,72.26,89.82,238.12,93.82,531.4
"1325","Pinellas County",327.35,64747.6,37580.09,123.24,94529.09,197307.37
"1326","Pipestone County",0,27.13,22.92,46.39,22.92,119.36
"1327","Piscataquis County",0,28.69,30.5,0,30.5,89.69
"1328","Pitkin County",0,108.5,123.74,0,35.74,267.98
"1329","Pitt County",0,11907.32,9262.56,0,20083.56,41253.44
"1330","Pittsburg County",2.84,778.85,522.21,998.43,1053.21,3355.54
"1331","Pittsylvania County",0,3989.5,1803.5,0,5743.5,11536.5
"1332","Piute County",3.47,22.26,7.28,4.51,7.28,44.8
"1333","Placer County",341.99,3476.1,3061.3,503.03,2492.3,9874.72
"1334","Plaquemines Parish",63.68,779.12,2135.09,30,2870.09,5877.98
"1335","Platte County",80.68,2054.61,1236.29,141.44,2104.29,5617.31
"1336","Pleasants County",0.23,1.84,29.32,0,29.32,60.71
"1337","Plumas County",0,137,58.59,64.27,90.59,350.45
"1338","Plymouth County",508.18,9206.25,11359.5,106.91,12432.5,33613.34
"1339","Pocahontas County",22.3,12.79,40.6,22.12,40.6,138.41
"1340","Poinsett County",0,76.55,630.02,0,630.02,1336.59
"1341","Pointe Coupee Parish",0,832.33,2327,0,2844,6003.33
"1342","Polk County",895.03,60478.43,42698.82,1381.56,80218.82,185672.66
"1343","Pondera County",0,0,3.89,18.02,3.89,25.8
"1344","Pontotoc County",7.19,1549.03,1081.19,1642.19,2335.19,6614.79
"1345","Pope County",12.57,135.44,487.12,57.58,487.12,1179.83
"1346","Poquoson city",5.23,31.09,443.02,1.15,443.02,923.51
"1347","Portage County",42.2,1460.2,1326.39,104.09,2291.39,5224.27
"1348","Porter County",18.37,1343.96,2105.5,17.5,2483.5,5968.83
"1349","Portsmouth city",236.03,23972.07,23935.73,56.37,46240.73,94440.93
"1350","Posey County",0,139,166,0,303,608
"1351","Pottawatomie County",49.79,1461.25,862.69,2764.79,1811.69,6950.21
"1352","Pottawattamie County",0,852,1136.09,33,1428.09,3449.18
"1353","Potter County",384.24,13802.33,12800.96,55.62,13981.96,41025.11
"1354","Powder River County",0,0,0,21.75,0,21.75
"1355","Powell County",0,90.66,47.5,9.5,47.5,195.16
"1356","Power County",0,235,0,68.42,0,303.42
"1357","Poweshiek County",0,55.36,37.73,76.64,37.73,207.46
"1358","Powhatan County",0,729,0,0,729,1458
"1359","Prairie County",0,15.94,262,0,262,539.94
"1360","Pratt County",0,57.95,50.04,0,50.04,158.03
"1361","Preble County",9.5,150,338,0,336,833.5
"1362","Prentiss County",0,679.5,559.5,0,1229.5,2468.5
"1363","Presidio County",0,2205,135.48,0,19.48,2359.96
"1364","Presque Isle County",0,0,175.55,0,175.55,351.1
"1365","Preston County",2.23,27.04,95.16,1.52,95.16,221.11
"1366","Price County",0,18,0,59.08,18,95.08
"1367","Prince Edward County",108.38,2540.59,2528.47,17.05,4568.47,9762.96
"1368","Prince George County",0,1357,0,0,1357,2714
"1369","Prince George's County",158.42,70654.07,32159.04,34.95,100745.04,203751.52
"1370","Prince of Wales-Hyder Census Area",0,0,0,0,0,0
"1371","Prince William County",235.8,13209.43,9392.79,41.91,18918.79,41798.72
"1372","Providence County",422,9630,7224,91,9630,26997
"1373","Prowers County",0,512.55,438.51,0,61.51,1012.57
"1374","Pueblo County",51.54,8547.27,12879.63,530.85,2410.63,24419.92
"1375","Pulaski County",166.76,5790.42,19656.57,101.86,23192.57,48908.18
"1376","Pushmataha County",33.83,25.87,35.39,146.88,39.39,281.36
"1377","Putnam County",88.46,11037.79,7322.11,7.04,16395.11,34850.51
"1378","Quay County",7.61,785.19,74.55,10.77,74.55,952.67
"1379","Queen Anne's County",24.64,2064.62,1150.19,0,3089.19,6328.64
"1380","Quitman County",3.58,1113.05,736.9,2.56,1834.9,3690.99
"1381","Rabun County",0,129,150.77,0,138.77,418.54
"1382","Racine County",65.47,19602.84,13580.16,127.2,28116.16,61491.83
"1383","Radford city",1.42,427.95,356.71,0,683.71,1469.79
"1384","Rains County",0,159,83.44,0,172.44,414.88
"1385","Raleigh County",11.5,741.86,808.02,4.77,1506.02,3072.17
"1386","Ralls County",0,88,0,0,88,176
"1387","Ramsey County",2631.66,19133.5,11858.1,2336.62,26580.1,62539.98
"1388","Randall County",79.2,3282,3509.5,18.75,2085.5,8974.95
"1389","Randolph County",27.47,8247.43,4271.08,117.92,10991.08,23654.98
"1390","Rankin County",4,3709.92,3630.54,812.42,6917.54,15074.42
"1391","Ransom County",0,0,0,0,0,0
"1392","Rapides Parish",58.23,4993.38,15369.95,20.55,20195.95,40638.06
"1393","Rappahannock County",0.58,120.54,111.67,0.16,203.67,436.62
"1394","Ravalli County",0,51.54,15,52.49,15,134.03
"1395","Rawlins County",0,0,0,0,0,0
"1396","Ray County",0,261,141,0,398,800
"1397","Reagan County",0,803.5,402.5,33,313.5,1552.5
"1398","Real County",0,0,9,0,0,9
"1399","Red Lake County",0.87,52.46,19.83,32.19,19.83,125.18
"1400","Red River County",19.45,1073.65,568,22.08,1527,3210.18
"1401","Red River Parish",0,885.51,1002,0,1391,3278.51
"1402","Red Willow County",0,0,4,0,0,4
"1403","Redwood County",0,42.55,15.57,379.33,26.57,464.02
"1404","Reeves County",134.81,18061.48,2191.66,201.01,625.66,21214.62
"1405","Refugio County",9.5,1062.5,1044,0,413,2529
"1406","Reno County",0,244.01,404.95,15.74,404.95,1069.65
"1407","Rensselaer County",21.03,4901.46,4005.77,24.32,7377.77,16330.35
"1408","Renville County",10.31,52.51,68.7,172.81,29.7,334.03
"1409","Republic County",0,0,0,13.36,0,13.36
"1410","Reynolds County",0,0,9.5,0,9.5,19
"1411","Rhea County",0,260.5,131.5,0,330.5,722.5
"1412","Rice County",27.73,539.5,403.76,53.01,350.76,1374.76
"1413","Rich County",0,28,0,31,0,59
"1414","Richardson County",0,46.59,0,12.57,0,59.16
"1415","Richland County",102.82,50753.65,24469.27,132.68,74158.27,149616.69
"1416","Richland Parish",25.92,1936.09,9518.9,10.69,10913.9,22405.5
"1417","Richmond city",101.37,52826.17,35526.74,218.25,87580.74,176253.27
"1418","Richmond County",77.29,46698.03,29400.28,304.09,75157.28,151636.97
"1419","Riley County",4.5,103,487,25.66,487,1107.16
"1420","Ringgold County",0,0,52,0,52,104
"1421","Rio Arriba County",8.46,2356.12,37.84,125.65,37.84,2565.91
"1422","Rio Blanco County",0,67.66,62.92,2.91,41.92,175.41
"1423","Rio Grande County",18.09,430.8,295.26,8.93,10.26,763.34
"1424","Ripley County",0,52.59,77.08,3.46,73.08,206.21
"1425","Ritchie County",0,0,0,0,0,0
"1426","Riverside County",1295.55,96077.92,108393.29,2952.37,71154.29,279873.42
"1427","Roane County",9.04,360.46,287.72,2.32,602.72,1262.26
"1428","Roanoke city",114.08,11408.8,9399.19,35.89,20388.19,41346.15
"1429","Roanoke County",37.83,1571.27,2314.67,6.83,3747.67,7678.27
"1430","Roberts County",0,27.97,17.74,1965,17.74,2028.45
"1431","Robertson County",4,4542.92,3632.02,0,7066.02,15244.96
"1432","Robeson County",106.76,5912.6,5160.63,10309.71,10375.63,31865.33
"1433","Rock County",82.61,7972.33,6206.15,147.88,12742.15,27151.12
"1434","Rock Island County",0,5469.45,3724.41,0,8127.41,17321.27
"1435","Rockbridge County",13.21,469.66,328.78,0,755.78,1567.43
"1436","Rockcastle County",6.85,4,12.19,0,16.19,39.23
"1437","Rockdale County",0,5819.95,3891.6,0,8841.6,18553.15
"1438","Rockingham County",123.53,8065.88,4745.48,169.08,10459.48,23563.45
"1439","Rockland County",23.86,8460.92,5841.93,43.91,9808.93,24179.55
"1440","Rockwall County",3,1973.91,1729.99,0,2289.99,5996.89
"1441","Roger Mills County",0,26,66,73.41,66,231.41
"1442","Rogers County",0,518.56,401.33,1203.54,500.33,2623.76
"1443","Rolette County",0,66.88,0,412,0,478.88
"1444","Rooks County",0,16.04,61.19,0,61.19,138.42
"1445","Roosevelt County",18.98,1318.02,119.09,183.52,119.09,1758.7
"1446","Roscommon County",0,50.41,180.49,5.76,212.49,449.15
"1447","Roseau County",42.5,0,2,105.33,2,151.83
"1448","Rosebud County",0,35.28,36.4,319.5,36.4,427.58
"1449","Ross County",0,631.68,513.75,0,1076.75,2222.18
"1450","Routt County",0,72,57.05,0,22.05,151.1
"1451","Rowan County",0,6612.92,3639.93,16.41,9350.93,19620.19
"1452","Runnels County",12.7,632.23,973.95,0,221.95,1840.83
"1453","Rush County",0,9,49,24.71,58,140.71
"1454","Rusk County",0,2333.1,1350.38,25.8,3216.38,6925.66
"1455","Russell County",4.08,7164.73,4258.22,2.08,11216.22,22645.33
"1456","Rutherford County",175.91,9779.03,9195.11,47.6,17886.11,37083.76
"1457","Rutland County",0,0,0,0,0,0
"1458","Sabine County",0,140.79,87.17,0,218.17,446.13
"1459","Sabine Parish",25.32,831.36,1820,10,2534,5220.68
"1460","Sac County",0,0,0,6.56,0,6.56
"1461","Sacramento County",6814.64,100844.27,67883.47,2914.61,117268.47,295725.46
"1462","Sagadahoc County",6.92,26.36,62.12,5.27,68.12,168.79
"1463","Saginaw County",50.77,28970.14,7512.52,75,35256.52,71864.95
"1464","Saguache County",0,219,85,9.5,0,313.5
"1465","Salem city",0,640,0,0,640,1280
"1466","Salem County",67.46,5472.78,5603.52,30.55,9481.52,20655.83
"1467","Saline County",113.63,2595.13,2422.26,76.42,3888.26,9095.7
"1468","Salt Lake County",4335.02,17360.96,16019.47,2417.12,8694.47,48827.04
"1469","Saluda County",0,2407.03,627.24,0,2780.24,5814.51
"1470","Sampson County",95.69,4181.55,2668.5,244,5612.5,12802.24
"1471","San Augustine County",0,449,192.67,0,641.67,1283.34
"1472","San Benito County",48.35,2443.5,2009.36,3.93,71.36,4576.5
"1473","San Bernardino County",4326.66,135301.7,123295.01,2124.51,99893.01,364940.89
"1474","San Diego County",7541.76,153041.15,136537.87,3541.34,128494.87,429156.99
"1475","San Francisco County",3710.07,53757.23,38817.9,1014.79,73841.9,171141.89
"1476","San Jacinto County",0,674.46,353,0,872,1899.46
"1477","San Joaquin County",2477.23,40131.33,35294.59,1114.84,34276.59,113294.58
"1478","San Juan County",131.1,3082.43,590.77,8733.32,506.77,13044.39
"1479","San Luis Obispo County",200.79,5992.63,5609.38,152.21,2454.38,14409.39
"1480","San Mateo County",5029.02,28006.28,20291.62,533.1,25990.62,79850.64
"1481","San Miguel County",0,1037.02,12.53,8.25,8.53,1066.33
"1482","San Patricio County",1,3874.36,5785.39,0,676.39,10337.14
"1483","San Saba County",0,61,46,0,0,107
"1484","Sanborn County",0,0,0,0,0,0
"1485","Sanders County",0,12.6,41.75,105.2,41.75,201.3
"1486","Sandoval County",30,3657.87,313,1355,313,5668.87
"1487","Sandusky County",0,740.34,709.27,0,1038.27,2487.88
"1488","Sangamon County",48.2,9423.87,4936.57,8.54,14145.57,28562.75
"1489","Sanilac County",18.22,341.68,758.75,55.73,758.75,1933.13
"1490","Sanpete County",30.39,168.5,113.9,32.37,34.9,380.06
"1491","Santa Barbara County",525.81,20231.1,24074.89,359.95,8330.89,53522.64
"1492","Santa Clara County",15835.1,98410.12,87089.24,1873.61,50092.24,253300.31
"1493","Santa Cruz County",124.22,11439.78,9731.97,243.64,2594.97,24134.58
"1494","Santa Fe County",210.41,7646.56,485.15,926.19,485.15,9753.46
"1495","Santa Rosa County",42,2044,2423,11.25,3782,8302.25
"1496","Sarasota County",96.53,12881.78,10026.52,75.34,19041.52,42121.69
"1497","Saratoga County",29.64,1008.77,1027.41,13.99,1481.41,3561.22
"1498","Sargent County",0,0,0,0,0,0
"1499","Sarpy County",128.36,1482,1192.5,70.26,1968.5,4841.62
"1500","Sauk County",24.52,406.16,588.98,572,608.98,2200.64
"1501","Saunders County",9.5,175.5,75,0,57,317
"1502","Sawyer County",51.23,9.5,9.5,1402.5,9.5,1482.23
"1503","Schenectady County",36.45,10598.41,6126.78,27.45,13754.78,30543.87
"1504","Schleicher County",0,128.44,145,0,27,300.44
"1505","Schley County",0,457,160,0,617,1234
"1506","Schoharie County",0,69.76,368.81,0,373.81,812.38
"1507","Schoolcraft County",0,0,60.37,28.5,60.37,149.24
"1508","Schuyler County",0,129.72,80.69,0,126.69,337.1
"1509","Schuylkill County",5.8,1011.75,821.67,13.07,1239.67,3091.96
"1510","Scioto County",0,1435.98,473.75,0,1902.75,3812.48
"1511","Scotland County",55.85,2894.79,2020.21,1469.91,4855.21,11295.97
"1512","Scott County",242.47,12674.72,7670.77,382.48,18453.77,39424.21
"1513","Scotts Bluff County",0,998.8,1281.14,671.66,65.14,3016.74
"1514","Screven County",0,2149.81,1956.85,0,4096.85,8203.51
"1515","Scurry County",0,1217.12,1765.39,0,773.39,3755.9
"1516","Searcy County",0,0,0,0,0,0
"1517","Sebastian County",179.09,672.14,1883.48,86.13,1883.48,4704.32
"1518","Sedgwick County",386.79,2508.16,11194.31,244.09,11194.31,25527.66
"1519","Seminole County",53.69,17308.54,14437.68,1698.5,26879.68,60378.09
"1520","Seneca County",100.56,1544.8,963.53,15.84,1369.53,3994.26
"1521","Sequatchie County",0,33,19,41.12,19,112.12
"1522","Sequoyah County",33.41,333.24,157.1,1028.53,294.1,1846.38
"1523","Sevier County",74.97,893.75,728.51,212.85,720.51,2630.59
"1524","Seward County",120.77,905.5,336,0,340,1702.27
"1525","Shackelford County",0,80.77,25.48,0,25.48,131.73
"1526","Shannon County",0,0,32.36,0,32.36,64.72
"1527","Sharkey County",2.57,368.43,2844.94,17.75,3197.94,6431.63
"1528","Sharp County",0,9.5,90.7,0,90.7,190.9
"1529","Shasta County",436.45,2617.7,2492.66,1975.34,2425.66,9947.81
"1530","Shawano County",35.51,111.34,778.59,2449.52,719.59,4094.55
"1531","Shawnee County",84.3,768.7,4196.56,272,4196.56,9518.12
"1532","Sheboygan County",86.95,1158.3,1521.35,224.37,1411.35,4402.32
"1533","Shelby County",122.29,137920.49,145985.01,72.74,280122.01,564222.54
"1534","Shenandoah County",3.47,381.08,473.53,0.94,525.53,1384.55
"1535","Sherburne County",343.08,2614.83,1584.73,286.63,1805.73,6635
"1536","Sheridan County",100.26,138.36,115.47,889.19,72.47,1315.75
"1537","Sherman County",1.34,122.59,163.13,6.45,133.13,426.64
"1538","Shiawassee County",22.87,811.28,566.5,56.46,1057.5,2514.61
"1539","Shoshone County",243.45,64.4,65.71,132.47,65.71,571.74
"1540","Sibley County",0,118.77,26.5,0,9.5,154.77
"1541","Sierra County",0,416.5,49.49,9,49.49,524.48
"1542","Silver Bow County",0,207.5,26,48.67,26,308.17
"1543","Simpson County",1,1626.68,2395.5,10.5,3943.5,7977.18
"1544","Sioux County",16.78,183,53.61,105.47,38.61,397.47
"1545","Siskiyou County",30.66,496.6,533.03,769.55,388.03,2217.87
"1546","Sitka City and Borough",16.5,9.5,0,36.43,0,62.43
"1547","Skagit County",62.78,1682.2,1717.4,413.25,504.4,4380.03
"1548","Skagway Municipality",0,0,0,0,0,0
"1549","Skamania County",15.15,28,9.5,43.5,9.5,105.65
"1550","Slope County",1.31,1,1.41,13.51,1.41,18.64
"1551","Smith County",17.94,23341.43,13787.81,631.9,29675.81,67454.89
"1552","Smyth County",2.29,115.03,178.42,2.3,274.42,572.46
"1553","Snohomish County",758.09,4898.49,4328.85,2429.19,6301.85,18716.47
"1554","Snyder County",162.02,642.35,601.7,0,818.7,2224.77
"1555","Socorro County",0,1154.77,173.89,211.59,173.89,1714.14
"1556","Solano County",1314.77,23478.59,16381.24,611.4,30461.24,72247.24
"1557","Somerset County",78.08,10982.82,6741.29,48.8,14582.29,32433.28
"1558","Somervell County",0,83.5,131,0,33,247.5
"1559","Sonoma County",775.26,11836.93,10529.32,2018.07,6259.32,31418.9
"1560","Southampton County",0,5537,2270,0,7807,15614
"1561","Southeast Fairbanks Census Area",0,0,0,0,0,0
"1562","Spalding County",25.69,11144.73,12364.2,29.43,23085.2,46649.25
"1563","Spartanburg County",59.54,26830.93,10072.35,40.88,35329.35,72333.05
"1564","Spencer County",3.36,120.01,330.06,0.44,334.06,787.93
"1565","Spink County",2.94,18.71,12.21,54.83,12.21,100.9
"1566","Spokane County",376.81,5727.67,4362.5,3332.64,7524.5,21324.12
"1567","Spotsylvania County",50.54,2142.74,4169.09,7.99,5747.09,12117.45
"1568","St. Bernard Parish",99.86,1213.31,3813.19,92.59,4651.19,9870.14
"1569","St. Charles County",48.02,5416.5,2860.16,0,7833.16,16157.84
"1570","St. Charles Parish",91.84,1068.7,6410.42,0,7323.42,14894.38
"1571","St. Clair County",168.58,21983.31,15793.4,170.66,36837.4,74953.35
"1572","St. Croix County",26.66,280.92,368,47.38,489,1211.96
"1573","St. Francis County",0,27.56,1869.5,0,1869.5,3766.56
"1574","St. Francois County",85.62,1206.25,435.39,29,1404.39,3160.65
"1575","St. Helena Parish",0,234,1110.5,0,1344.5,2689
"1576","St. James Parish",0,879.75,1943.6,0,2771.6,5594.95
"1577","St. John the Baptist Parish",45.93,1112.7,5387,0,6319,12864.63
"1578","St. Johns County",5.9,6800.39,4384.37,0,10493.37,21684.03
"1579","St. Joseph County",73.3,11888.8,9956.63,52.1,20020.63,41991.46
"1580","St. Landry Parish",0,2570.25,6524.5,0,9024.5,18119.25
"1581","St. Lawrence County",9.5,365.98,263.5,139.87,421.5,1200.35
"1582","St. Louis city",178.18,117067.89,35799.82,62.88,152167.82,305276.59
"1583","St. Louis County",260.07,67057.78,23354.11,2339.27,89181.11,182192.34
"1584","St. Lucie County",11.96,22742.59,17691.8,23.13,36159.8,76629.28
"1585","St. Martin Parish",35.39,2063.35,6582.02,0,8096.02,16776.78
"1586","St. Mary Parish",223.06,3054.07,5626.66,51.52,8148.66,17103.97
"1587","St. Mary's County",59.15,3392.3,2963.8,14.85,6262.8,12692.9
"1588","St. Tammany Parish",43.81,3946.95,10052.33,18.44,13051.33,27112.86
"1589","Stafford County",54,3721.9,4661.8,8.6,7644.8,16091.1
"1590","Stanislaus County",1209.42,19139.5,19293.64,934.03,9952.64,50529.23
"1591","Stanley County",0,0,0,35,0,35
"1592","Stanly County",70.52,1864.52,619,10,2436,5000.04
"1593","Stanton County",0,101.16,217.64,10.69,217.64,547.13
"1594","Stark County",79.86,6185.71,4743.46,440.8,10709.46,22159.29
"1595","Starke County",0,20,37.56,0,53.56,111.12
"1596","Starr County",0,6772.47,2276.28,0,97.28,9146.03
"1597","Staunton city",456.96,1693.88,1990.78,223.65,3309.78,7675.05
"1598","Ste. Genevieve County",172.78,417.5,1379,0,1486,3455.28
"1599","Stearns County",142.6,1837.16,871.67,255.36,2194.67,5301.46
"1600","Steele County",10.03,267.93,394.91,51.73,354.91,1079.51
"1601","Stephens County",9.5,3454.14,2357.19,574.21,4915.19,11310.23
"1602","Stephenson County",0,3085.77,1575.66,0,4516.66,9178.09
"1603","Sterling County",0,3.08,14.47,14.09,10.47,42.11
"1604","Steuben County",20.65,1281.14,1000,103.55,1587,3992.34
"1605","Stevens County",0,72.5,42.34,124,38.34,277.18
"1606","Stewart County",0,218,1615.59,0,1828.59,3662.18
"1607","Stillwater County",5.03,43.52,24.2,103.79,24.2,200.74
"1608","Stoddard County",0,257.5,87.23,0,320.23,664.96
"1609","Stokes County",14.12,697,395.5,20.29,865.5,1992.41
"1610","Stone County",0,688.43,3655.34,0,4297.34,8641.11
"1611","Stonewall County",0,108.5,26.09,0,75.09,209.68
"1612","Storey County",0,0,0,14.96,0,14.96
"1613","Story County",41.14,601.5,368.5,13.94,789.5,1814.58
"1614","Strafford County",110.21,1101.21,827.55,13.63,1020.55,3073.15
"1615","Stutsman County",14.4,90.5,87.59,423.26,87.59,703.34
"1616","Sublette County",49.09,96.22,0,237.5,0,382.81
"1617","Suffolk city",30.51,11557.11,8534.17,3.26,19950.17,40075.22
"1618","Suffolk County",3002.03,60339.8,67595.74,618.6,91651.74,223207.91
"1619","Sullivan County",89.35,7423.59,5686.64,154.64,10023.64,23377.86
"1620","Sully County",2.41,7.25,3.65,109.91,3.65,126.87
"1621","Summers County",2,74.67,141.05,0.84,209.05,427.61
"1622","Summit County",168.09,12841.14,10951.05,91.85,22352.05,46404.18
"1623","Sumner County",50.74,4067.12,3263.86,71.21,6693.86,14146.79
"1624","Sumter County",30.17,26783.07,19859.48,29.67,45348.48,92050.87
"1625","Sunflower County",0,2757.29,1293.73,0,4030.73,8081.75
"1626","Surry County",11.06,1808.89,2514.42,13.01,3486.42,7833.8
"1627","Susquehanna County",1,80.97,67.83,0,108.83,258.63
"1628","Sussex County",86.21,2244.9,2126.61,2.18,3624.61,8084.51
"1629","Sutter County",149.74,2926.19,3481.12,170.12,1514.12,8241.29
"1630","Sutton County",0,223.93,70.83,0,20.83,315.59
"1631","Suwannee County",0,3370.61,2258.43,1.79,5162.43,10793.26
"1632","Swain County",0,120.18,56.46,926.7,83.46,1186.8
"1633","Sweet Grass County",0,0,0,0,0,0
"1634","Sweetwater County",0,245,428.76,121.5,167.76,963.02
"1635","Swift County",0,47.1,0,29.95,0,77.05
"1636","Swisher County",0,391.06,541.31,0,265.31,1197.68
"1637","Switzerland County",0,0,0,0,0,0
"1638","Talbot County",12.65,4047.5,2135.5,0,6094.5,12290.15
"1639","Taliaferro County",0,166.19,150.56,0,303.56,620.31
"1640","Talladega County",0,10575.08,3822.58,0,14318.58,28716.24
"1641","Tallahatchie County",0,921.68,1042,0,1943,3906.68
"1642","Tallapoosa County",0,4914.18,2548.57,0,7417.57,14880.32
"1643","Tama County",0,95.5,67.45,160,62.45,385.4
"1644","Taney County",0,154.5,255.5,18.5,229.5,658
"1645","Tangipahoa Parish",240.43,3740.21,10224.53,0,13295.53,27500.7
"1646","Taos County",0,1066.37,0,168.01,0,1234.38
"1647","Tarrant County",1299.13,98276.78,77064.28,193.04,126683.28,303516.51
"1648","Tate County",0,1563.62,1009,0,2542,5114.62
"1649","Tattnall County",0,3574.5,860.5,0,4276.5,8711.5
"1650","Taylor County",48.73,14103.36,12380.38,30.76,17296.38,43859.61
"1651","Tazewell County",42.34,1930.85,1000.35,3.16,2163.35,5140.05
"1652","Tehama County",161.25,1225.28,1866.95,409.04,363.95,4026.47
"1653","Telfair County",0,2269,472.91,0,2741.91,5483.82
"1654","Teller County",75.15,267.34,318,22.95,274,957.44
"1655","Tensas Parish",199.93,527,2690.89,0,2934.89,6352.71
"1656","Terrebonne Parish",36.29,3498.17,8702.21,268.87,11927.21,24432.75
"1657","Terrell County",0,559.5,2088.57,0,2613.57,5261.64
"1658","Terry County",0,1925,1943,0,876,4744
"1659","Teton County",1.99,226.58,69.59,38.93,45.59,382.68
"1660","Texas County",7.5,1036.22,1296.79,73.5,424.79,2838.8
"1661","Thayer County",0,8.6,21.15,10.8,21.15,61.7
"1662","Thomas County",0,7186.59,7888.49,4.27,14877.49,29956.84
"1663","Throckmorton County",40.47,1025.41,187.05,22.95,179.05,1454.93
"1664","Thurston County",484.97,2256.46,1606.08,1364.22,2508.08,8219.81
"1665","Tift County",6.16,7189.54,3534.59,31.25,10214.59,20976.13
"1666","Tillamook County",86.92,241.6,469.07,0,430.07,1227.66
"1667","Tillman County",0,455.5,715.5,68.13,825.5,2064.63
"1668","Tioga County",122.56,322.34,357.45,41.54,478.45,1322.34
"1669","Tippah County",13.56,461.98,339.5,0,694.5,1509.54
"1670","Tippecanoe County",42.22,3363.13,2325.14,0,4604.14,10334.63
"1671","Tipton County",129.04,4461.44,10148.7,134.81,12600.7,27474.69
"1672","Tishomingo County",0,199.5,463.51,0,499.51,1162.52
"1673","Titus County",29.02,1611,1775,0,2644,6059.02
"1674","Todd County",8.88,303.34,421.29,444.48,622.29,1800.28
"1675","Tolland County",0,0,0,0,0,0
"1676","Tom Green County",10.77,7292.66,9944.23,16.26,3664.23,20928.15
"1677","Tompkins County",22,1318.42,535.46,59.71,1624.46,3560.05
"1678","Tooele County",26.05,562.5,609.62,55.72,65.62,1319.51
"1679","Toole County",24,208.58,190.5,871.64,190.5,1485.22
"1680","Toombs County",0,5280.84,1770.76,0,6583.76,13635.36
"1681","Torrance County",213.44,11966,1135,811,1135,15260.44
"1682","Towner County",2.46,18.64,14.75,153.8,14.75,204.4
"1683","Towns County",0,0,36.7,0,32.7,69.4
"1684","Traill County",0,3.26,0,105,0,108.26
"1685","Transylvania County",0,282,344.5,0,585.5,1212
"1686","Traverse County",0,0,0,12,0,12
"1687","Travis County",351.27,59660.26,56435.15,36.67,62644.15,179127.5
"1688","Treasure County",0,0,0,0,0,0
"1689","Trego County",0,5.1,5.25,0,5.25,15.6
"1690","Trempealeau County",0,59.5,39.5,11.58,33.5,144.08
"1691","Treutlen County",0,434.5,414,4,819,1671.5
"1692","Trigg County",6.72,206.35,674.01,0,828.01,1715.09
"1693","Trimble County",2.18,31.87,47.18,5.45,47.18,133.86
"1694","Trinity County",18.88,812.5,190.29,172.58,923.29,2117.54
"1695","Tripp County",5.26,15.42,11.19,674.84,11.19,717.9
"1696","Troup County",120.6,12641.37,11008.73,8.35,23268.73,47047.78
"1697","Trousdale County",0,250.73,223.5,0,433.5,907.73
"1698","Trumbull County",25,2277.83,2815.89,0,4964.89,10083.61
"1699","Tucker County",0.45,2.66,29.79,0.3,29.79,62.99
"1700","Tulare County",1138.88,30521.93,36865.66,1101.11,5691.66,75319.24
"1701","Tulsa County",344.71,40124.4,19552.87,8200.91,52173.87,120396.76
"1702","Tunica County",0,1442.52,1462.08,0,2896.08,5800.68
"1703","Tuolumne County",32,360.52,463.45,287.9,181.45,1325.32
"1704","Turner County",0,1115.51,879.55,25.24,1774.55,3794.85
